Name,Population-weighted tree cover,5-year change,Annual rainfall (inches),Average annual temperature (daily high),Total population,Population density (persons per sq mi),Tree cover in peer cities,List of peer cities
"Crowley, La.",28.2,-0.9,63.9,78.4,13784,1947,NaN,-
"Crozet, Va.",39.7,-1,47.1,66.9,9703,2153,NaN,-
"Crystal City, Texas",16.8,-0.4,19.2,85.2,7415,2103,NaN,-
"Crystal River, Fla.",60.6,-0.9,65.7,82.7,21885,739,NaN,-
"Crystal Springs, Miss.",49.4,1.6,66.4,76.9,7974,2038,NaN,-
"Cuero, Texas",23.4,0.7,34.9,81.9,8724,1991,NaN,-
"Cullman, Ala.",36.4,1.4,67.8,72,34233,1585,NaN,-
"Cullowhee, N.C.",61.3,3.7,57.1,68.4,14161,1892,NaN,-
"Culpeper, Va.",26.2,-0.2,48.5,67.4,31029,3311,NaN,-
"Cumberland, Md./W.Va./Pa.",41.9,NaN,40.3,64.6,57952,1817,28.6,"Monessen, Pa. // Chambersburg, Pa. // Staunton–Waynesboro, Va. // Harrisonburg, Va. // Winchester, Va."
"Cushing, Okla.",20.1,4,38.6,72.8,9667,1037,NaN,-
"Cynthiana, Ky.",19.9,1.5,52.9,66.1,10247,3379,NaN,-
"Dade City, Fla.",33.7,-2.7,60.3,83.4,27945,1894,NaN,-
"Dahlonega, Ga.",56.3,0.1,69.8,70.3,7781,2508,NaN,-
"Dalhart, Texas",14.1,1,16.1,71.9,7975,2370,NaN,-
"Dallas, Ore.",19.8,-0.2,51.6,63.1,21557,3930,NaN,-
"Dalton, Ga.",46.1,-2,63.7,72.3,80288,1394,44.8,"Rome, Ga. // Gadsden, Ala. // Cleveland, Tenn. // Anniston–Oxford, Ala. // Albertville, Ala."
"Danbury, Conn./N.Y.",51,-1.1,52.7,60.5,208915,1554,49.2,"Waterbury, Conn. // Norwich–New London, Conn. // Poughkeepsie–Newburgh, N.Y. // Amherst Town–Northampton–Easthampton Town, Mass. // Saratoga Springs, N.Y."
"Dansville, N.Y.",27.9,-4.4,32.3,60,8615,2690,NaN,-
"Danville, Ill.",33.4,-1.1,43.2,62.9,47459,1661,NaN,-
"Danville, Ky.",24,3.1,55.9,67,25225,1849,NaN,-
"Danville, Va./N.C.",48.4,0.6,48.3,70.3,59270,1607,46.6,"Statesville, N.C. // Asheboro, N.C. // Clayton, N.C. // Lynchburg, Va. // Burlington, N.C."
"Danville–Mahoning, Pa.",29.4,3.3,47.8,61.5,15099,2869,NaN,-
"Davis, Calif.",27.7,1.8,18.6,76.5,79765,6523,13.7,"Lodi, Calif. // Turlock, Calif. // Woodland, Calif. // Vacaville, Calif. // Yuba City, Calif."
"Dayton Northeast, Nev.",5.1,0.8,9.2,69.1,9447,2278,NaN,-
"Dayton Southwest, Nev.",5.2,1.1,9.4,69.2,9771,1996,NaN,-
"Dayton, Tenn.",44.4,0.9,62.7,70.7,16762,1800,NaN,-
"Dayton, Texas",32.7,-0.8,59.1,79.5,10849,1969,NaN,-
"De Queen, Ark.",47.7,1.6,58.2,74.4,8969,1855,NaN,-
"De Soto, Mo.",48.5,1.9,43.3,67.1,11835,2621,NaN,-
"DeFuniak Springs, Fla.",50.6,-3.1,72.9,79.1,14780,1996,NaN,-
"DeKalb, Ill.",17.2,1.7,38.4,58.5,69005,2657,23.4,"Kankakee, Ill. // Beloit, Wis./Ill. // Janesville, Wis. // Kenosha, Wis. // Racine, Wis."
"DeRidder, La.",41.3,-4.1,63.2,78.7,18265,1250,NaN,-
"DeWitt, Iowa",13.5,-2.3,40.2,59.8,7661,1920,NaN,-
"Decatur, Ala.",29.6,1.8,61.5,72.4,74060,1691,37.1,"Rome, Ga. // Jackson, Tenn. // Florence, Ala. // Albertville, Ala. // Columbia, Tenn."
"Decatur, Ill.",29.6,0.3,40.6,63.2,92753,1599,27.6,"Terre Haute, Ind. // Alton, Ill. // Kankakee, Ill. // Springfield, Ill. // Peoria, Ill."
"Decatur, Ind.",16.2,0,42.6,61,14524,2211,NaN,-
"Decatur, Texas",19.4,2,39,76.5,14646,2374,NaN,-
"Decorah, Iowa",33.7,-3.3,38.5,57.2,10704,2043,NaN,-
"Defiance, Ohio",28.5,1.2,38.8,61,23165,1791,NaN,-
"Del Rio, Texas",18.1,4.1,18.8,83.8,44722,2368,NaN,-
"Delano, Calif.",9.4,4.2,8.1,78.9,46445,6308,NaN,-
"Delano, Minn.",22.5,0.4,33.3,54.7,8220,2659,NaN,-
"Delavan, Wis.",24.5,1.5,38.6,57.4,16513,1371,NaN,-
"Delhi, Calif.",12.6,0.1,12.4,77.1,13462,5764,NaN,-
"Delphos, Ohio",11.1,0,42.9,61.3,10348,2971,NaN,-
"Delta, Colo.",13.7,-0.7,7.5,68.1,10606,1693,NaN,-
"Deltona, Fla.",41.8,-2.7,55.7,82.2,233030,2036,33.6,"Ocala, Fla. // The Villages–Lady Lake, Fla. // Lakeland, Fla. // Leesburg–Eustis–Tavares, Fla. // Daytona Beach–Palm Coast–Port Orange, Fla."
"Deming, N.M.",5.3,0.4,8.7,78.1,14325,1872,NaN,-
"Demopolis, Ala.",37.1,-0.5,60.2,76.1,6816,1490,NaN,-
"Denison, Iowa",23.2,0.3,33.1,59.4,8847,1962,NaN,-
"Denton Southwest, Texas",6,1.7,42,77.2,21797,3079,NaN,-
"Denton, Md.",35.6,3.2,52.2,67,8938,2721,NaN,-
"Desert Hot Springs, Calif.",4.2,-1.3,5.6,85.6,47376,3365,NaN,-
"Detroit Lakes, Minn.",27.6,-1.4,27.6,51.3,15893,830,NaN,-
"Devils Lake, N.D.",11.7,1.1,18.3,50.2,9192,1871,NaN,-
"Dexter, Mich.",32.2,4,37.4,58.9,10266,3794,NaN,-
"Dexter, Mo.",28.9,0.6,54.7,69.3,14033,1800,NaN,-
"Diamondhead, Miss.",48.4,-6.2,74.5,78.3,9391,1830,NaN,-
"Dickinson, N.D.",7,0,18.4,55,28154,2287,NaN,-
"Dickson, Tenn.",46,0.9,62.9,69.2,28513,1727,NaN,-
"Dillon, Mont.",10.2,-2.4,10.1,56.9,5402,2079,NaN,-
"Dillon, S.C.",37.5,-1,52.6,74.7,11972,1880,NaN,-
"Discovery Bay, Calif.",7.8,1.2,13.8,76,17711,3340,NaN,-
"Dixon, Calif.",12.2,0.3,21,76.1,21235,4700,NaN,-
"Dixon, Ill.",27.8,-1.8,41.6,59.3,19402,2374,NaN,-
"Dodge City, Kan.",13.8,5.9,23.1,69.9,30340,2747,NaN,-
"Dodgeville, Wis.",18.3,1.5,40.3,56.4,5482,1703,NaN,-
"Donaldsonville, La.",20.2,-0.4,69,78.8,20219,1155,NaN,-
"Dos Palos, Calif.",9,-0.1,10.1,77.3,7784,3399,NaN,-
"Dothan, Ala.",41,-0.6,61,78.8,88781,1610,40.3,"Valdosta, Ga. // Albany, Ga. // Crestview, Fla. // Panama City–Panama City Beach, Fla. // Montgomery, Ala."
"Douglas, Ariz.",7.5,-1.5,13.1,81,17580,3195,NaN,-
"Douglas, Ga.",38,-1.5,50.8,78.6,22961,1367,NaN,-
"Douglas, Mich.",45.8,0.2,45.1,59,6614,1393,NaN,-
"Douglas, Wyo.",8.3,-1,13.3,61.1,7901,2417,NaN,-
"Dover, Del.",26.7,0.8,52.2,66.5,138920,1897,37.9,"Waldorf, Md. // Vineland, N.J. // Salisbury, Md./Del. // Bel Air–Aberdeen, Md. // Middletown, Del."
"Dover–Rochester, N.H./Maine",51.6,-1.9,48.7,58.3,93428,1747,44.2,"Lewiston, Maine // Leominster–Fitchburg, Mass. // Concord, N.H. // Manchester, N.H. // Portland, Maine"
"Dowagiac, Mich.",38.9,0.6,45.9,59.6,10382,2892,NaN,-
"Du Quoin, Ill.",29.5,-1.6,53.3,66.8,8144,1990,NaN,-
"DuBois, Pa.",30.8,-1.3,47.1,59.1,15937,1817,NaN,-
"Dublin, Ga.",43.8,-1.1,50.9,77.6,32308,1570,NaN,-
"Dubuque, Iowa/Ill.",25.1,-3.1,39.7,57.8,78266,2287,24.7,"Beloit, Wis./Ill. // Janesville, Wis. // La Crosse, Wis./Minn. // Waterloo, Iowa // Iowa City, Iowa"
"Duluth, Minn./Wis.",35,-1.8,34.2,51.2,132076,1841,29.3,"St. Cloud, Minn. // Rochester, Minn. // Eau Claire, Wis. // Wausau, Wis. // Mankato, Minn."
"Dumas, Ark.",22.9,1.2,59.7,73.9,5057,1629,NaN,-
"Dumas, Texas",11.4,3.2,17.9,72.4,14343,3095,NaN,-
"Duncan, Okla.",25.8,5.1,36.1,74.6,24480,1791,NaN,-
"Dundee, Mich.",16.7,1.8,36.1,60.2,8219,2041,NaN,-
"Dunkirk–Fredonia, N.Y.",28.5,-6.7,44.8,58.3,27027,2126,NaN,-
"Dunn, N.C.",33.6,3,53.4,73.2,19043,1708,NaN,-
"Durand, Mich.",29,4.2,35.9,58.3,7788,2038,NaN,-
"Durango, Colo.",28.6,-1.3,17.8,63.8,22808,2421,NaN,-
"Durant, Okla.",28.7,1,46.6,74.7,25268,2106,NaN,-
"Durham, N.H.",50.8,-3.9,49.8,58.8,17721,4262,NaN,-
"Duvall, Wash.",39.2,1.2,54.8,60,11417,4608,NaN,-
"Dyersburg, Tenn.",30.6,1.8,55.5,70.3,19738,1512,NaN,-
"Eagle Mountain, Utah",2.6,1.2,14.7,64.4,11741,5796,NaN,-
"Eagle Pass, Texas",11.8,3.1,15.8,85.5,56546,2643,13.9,"Rio Grande City–Roma, Texas // San Angelo, Texas // Harlingen, Texas // Midland, Texas // Laredo, Texas"
"Eagle, Colo.",12.3,-1,14.3,61.8,7880,2311,NaN,-
"Earlimart, Calif.",12.8,5,8.7,78.8,7796,5750,NaN,-
"East Aurora, N.Y.",48.1,-4.3,44.8,57.5,16063,2750,NaN,-
"East Hampton North–Springs–Northwest Harbor, N.Y.",68.2,-2.2,48.1,60.7,23519,583,NaN,-
"East Liverpool, Ohio/W.Va./Pa.",41.7,NaN,47.4,61.1,30527,1881,NaN,-
"East Palestine, Ohio",37.4,1,45.8,61,6576,2258,NaN,-
"East Stroudsburg–Stroudsburg, Pa.",61.5,4.7,55.8,60.8,61959,1578,45.1,"Kingston, N.Y. // Middletown, N.Y. // Kiryas Joel, N.Y. // Vineland, N.J. // Danbury, Conn./N.Y."
"East Tawas, Mich.",47.4,-2,31.9,55.5,7235,1219,NaN,-
"East Troy, Wis.",31.9,1.8,37.7,57.1,8927,1378,NaN,-
"Eastman, Ga.",47.5,-1.3,53.9,77.6,8976,1486,NaN,-
"Easton, Md.",33.4,1.9,50.7,67.2,22012,1947,NaN,-
"Eaton Rapids, Mich.",39.3,2.9,38.2,58.6,6126,2161,NaN,-
"Eaton, Colo.",8.9,2.6,15,66.2,6579,3030,NaN,-
"Eaton, Ohio",21.2,-1.4,44.3,62.7,10043,2241,NaN,-
"Eau Claire, Wis.",31.9,-4.1,35.7,55.4,122090,1839,26.9,"Waterloo, Iowa // Rochester, Minn. // La Crosse, Wis./Minn. // Wausau, Wis. // Mankato, Minn."
"Ebensburg, Pa.",28.7,5.3,51.2,57.7,6427,2490,NaN,-
"Eden, N.C.",49.4,2.3,48.3,70.2,21636,1521,NaN,-
"Edenton, N.C.",28.6,1.9,56.5,72.4,6369,1753,NaN,-
"Edgerton, Wis.",38,-2.6,39.5,57.4,13130,2060,NaN,-
"Edinboro, Pa.",38.2,8.5,51.6,57.9,8241,3271,NaN,-
"Edna, Texas",23.9,-1,42.4,81.1,7334,1980,NaN,-
"Edwards–Avon, Colo.",18.5,-2.5,20.2,56.3,19451,1644,NaN,-
"Effingham, Ill.",20.8,-1.4,48,64.9,17104,1258,NaN,-
"El Campo, Texas",21,1.6,43.6,80.7,17188,2220,NaN,-
"El Centro, Calif.",5.9,2.1,2.3,89.6,78466,4052,4.6,"Bullhead City, Ariz./Nev. // Maricopa, Ariz. // Lake Havasu City, Ariz. // Yuma, Ariz./Calif. // Indio–Palm Desert–Palm Springs, Calif."
"El Dorado, Ark.",49.9,-0.4,58.7,75.3,23958,1186,NaN,-
"El Dorado, Kan.",24.9,3.7,37.4,68.4,14015,1891,NaN,-
"El Paso de Robles (Paso Robles)–Atascadero, Calif.",24,3.2,18.2,75.3,76574,2550,16.4,"Manteca, Calif. // Arroyo Grande–Grover Beach–Pismo Beach, Calif. // San Luis Obispo, Calif. // Gilroy–Morgan Hill, Calif. // Santa Barbara, Calif."
"El Reno, Okla.",12.5,1,35.8,72.5,19090,2194,NaN,-
"Elberton, Ga.",43.7,-0.3,51.9,73.4,9070,1806,NaN,-
"Elburn, Ill.",16.9,5.5,40.6,58.9,9999,2620,NaN,-
"Eldersburg, Md.",43.4,-1.3,48.1,64.6,33131,1789,NaN,-
"Eldon, Mo.",25.1,-0.7,46.6,66.5,6546,1966,NaN,-
"Elgin, Texas",19.5,2,37.2,80.2,16222,3408,NaN,-
"Elizabeth City, N.C.",32.9,0.7,54,71.9,33898,2073,NaN,-
"Elizabethtown–Radcliff, Ky.",28.9,2.9,56.5,67.5,97255,1729,21.9,"Owensboro, Ky. // Bowling Green, Ky. // Richmond, Ky. // Lebanon, Tenn. // Evansville, Ind."
"Elk City, Okla.",14.6,1.8,26.7,73.2,13826,1535,NaN,-
"Elkhart, Ind./Mich.",28.3,-0.8,41.9,59.9,181436,1700,36,"Kalamazoo, Mich. // Holland, Mich. // South Bend, Ind./Mich. // Battle Creek, Mich. // Michigan City–La Porte, Ind./Mich."
"Elkhorn, Wis.",24.1,2.5,39.5,57.1,18607,2125,NaN,-
"Elkins, W.Va.",35.8,0.5,53,62.3,17363,2442,NaN,-
"Elko, Nev.",6.7,-0.1,11.3,63.4,24517,2029,NaN,-
"Elkton, Va.",36.5,-1.8,42.3,65.9,10318,2162,NaN,-
"Ellensburg, Wash.",14,-0.1,10.1,61.4,24326,2756,NaN,-
"Ellenville, N.Y.",45,0.3,54.1,60.6,9610,2900,NaN,-
"Ellijay, Ga.",70.5,0.9,65,70.7,15567,1168,NaN,-
"Ellwood City, Pa.",39,2.6,46,61.5,19083,2373,NaN,-
"Elmira, N.Y.",25,-4.2,37.1,59.3,73508,2282,33.8,"Ithaca, N.Y. // Williamsport, Pa. // Altoona, Pa. // State College, Pa. // Binghamton, N.Y."
"Elsa, Texas",12.8,-0.5,25.1,86.1,28686,3136,NaN,-
"Elwood, Ind.",17.3,-1.2,43.9,61.9,11746,2538,NaN,-
"Ely, Nev.",7.3,1.3,12.4,61.8,5002,1627,NaN,-
"Emmett, Idaho",11.9,1.7,13.7,65.3,17391,3009,NaN,-
"Emporia, Kan.",28.2,4.7,37.2,67.6,26654,2384,NaN,-
"Emporia, Va.",41,-1.4,51.4,71,12140,1839,NaN,-
"Enid, Okla.",16.8,1.2,32,71.6,55670,1888,22.3,"Stillwater, Okla. // Manhattan, Kan. // Lawton, Okla. // Wichita Falls, Texas // Norman, Okla."
"Ennis, Texas",22,0.2,43.2,77.7,24502,1916,NaN,-
"Enterprise, Ala.",43.2,0.7,63.4,78.5,38280,1611,NaN,-
"Ephraim, Utah",8.8,0.2,14.7,63.1,6158,3568,NaN,-
"Ephrata, Wash.",6,0.3,8,62.6,13236,3115,NaN,-
"Erie, Pa.",31.7,1.8,47.2,58.4,203371,2767,35,"Youngstown, Ohio // State College, Pa. // Altoona, Pa. // Johnstown, Pa. // Jamestown, N.Y."
"Erwin, Tenn.",35.6,1.5,49.5,68.1,13446,2266,NaN,-
"Escalon, Calif.",10.4,-1.1,14.9,76.7,8851,4453,NaN,-
"Escanaba, Mich.",24.3,-2.7,31.5,52.7,26015,1431,NaN,-
"Española, N.M.",17,0.7,9.8,69.1,31108,1539,NaN,-
"Estacada, Ore.",33.4,-1,57.5,62.4,8498,2852,NaN,-
"Estes Park, Colo.",24.3,3.4,18.8,55.7,9839,799,NaN,-
"Estherville, Iowa",28.3,-1.7,31.5,56.3,6107,1775,NaN,-
"Etowah, Tenn.",42.4,0.4,64.9,71.6,8509,1899,NaN,-
"Eudora, Kan.",22.6,3.2,40.8,66.5,7506,2810,NaN,-
"Eufaula, Ala./Ga.",46.1,-1.1,57.1,78.6,12632,1831,NaN,-
"Eunice, La.",28.7,-0.8,64.6,78.4,13589,1899,NaN,-
"Eureka, Calif.",30.4,3.1,40,61.9,49770,2404,NaN,-
"Eureka, Ill.",27.6,1.6,41,62,6386,2487,NaN,-
"Eureka, Mo.",46.9,0.8,44.7,67.1,17047,1638,NaN,-
"Evanston, Wyo.",4.9,-0.3,11,56,13013,1693,NaN,-
"Evansville, Ind.",29.1,0.3,53.2,67.8,224848,1975,25.1,"Clarksville, Tenn./Ky. // Bowling Green, Ky. // Elizabethtown–Radcliff, Ky. // Owensboro, Ky. // Cape Girardeau, Mo./Ill."
"Evansville, Wis.",19.8,0.6,39.9,57.3,8742,3121,NaN,-
"Evergreen, Colo.",48.4,3.5,20.5,58.4,14610,1533,NaN,-
"Excelsior Springs, Mo.",42.3,1.2,44.1,64.8,14506,2251,NaN,-
"Exeter, Calif.",13.5,1,11.8,78.8,13355,4173,NaN,-
"Exeter, N.H.",53.6,-3,51.4,59.1,26596,1586,NaN,-
"Fabens, Texas",5.8,-0.5,7.9,80.6,5890,3431,NaN,-
"Fairbanks, Alaska",40.9,NaN,14.7,39.4,86363,1125,NaN,-
"Fairbury, Neb.",23,-2.1,29.8,64.7,4124,1753,NaN,-
"Fairfield Glade, Tenn.",66.9,1.3,63.9,66.3,10991,1089,NaN,-
"Fairfield, Calif.",11.3,0.3,22.8,75.2,151910,3701,18.5,"Yuba City, Calif. // Vallejo, Calif. // Chico, Calif. // Vacaville, Calif. // Napa, Calif."
"Fairfield, Iowa",28.5,-1.9,39.9,61.4,10757,1989,NaN,-
"Fairfield, Ill.",24.8,-0.2,52.5,66.4,5635,1722,NaN,-
"Fairhope–Daphne, Ala.",47.1,-1.9,69.7,77.9,88055,1486,47.2,"Hattiesburg, Miss. // Mandeville–Covington, La. // Foley–Gulf Shores, Ala. // Pascagoula–Gautier, Miss. // Crestview, Fla."
"Fairmont, Minn.",27,-0.9,33.2,56.1,10501,2617,NaN,-
"Fairmont, W.Va.",42.7,1.8,48.8,64.2,43025,2041,NaN,-
"Falcon, Colo.",2,0.2,17.9,61.4,30295,3064,NaN,-
"Falfurrias, Texas",22.9,0.7,25,86.1,4555,2269,NaN,-
"Fallbrook, Calif.",15.2,5.4,14.7,76.3,89653,2388,11.9,"Camarillo, Calif. // Simi Valley, Calif. // Thousand Oaks, Calif. // Santa Clarita, Calif. // Victorville–Hesperia–Apple Valley, Calif."
"Fallon, Nev.",8.2,-0.3,5.3,69.8,20413,1505,NaN,-
"Falls City, Neb.",15.9,-0.8,36.1,64.4,4284,1275,NaN,-
"Fargo, N.D./Minn.",14.4,0.8,24.2,52.9,225311,2895,21.9,"Sioux Falls, S.D. // Duluth, Minn./Wis. // St. Cloud, Minn. // Bismarck, N.D. // Grand Forks, N.D./Minn."
"Faribault, Minn.",28.4,-1.4,36.8,54.9,26330,2512,NaN,-
"Farmington, Mo.",29.9,1.5,48.9,66.9,42362,2342,NaN,-
"Farmington, N.M.",11.3,1.6,8,69.2,59313,1763,12.5,"Los Lunas, N.M. // Santa Fe, N.M. // Lafayette–Erie–Louisville, Colo. // Pueblo, Colo. // Grand Junction, Colo."
"Farmville, N.C.",26,2.7,58.6,72.8,6009,2046,NaN,-
"Farmville, Va.",52.6,3.6,46.7,69.5,13157,1980,NaN,-
"Fayetteville, Tenn.",28.6,0.5,63.6,71.6,18635,1499,NaN,-
"Fenton, Mich.",39.9,2.7,36.2,58,48170,1338,NaN,-
"Fergus Falls, Minn.",28.3,1.2,27.7,52.1,15819,1922,NaN,-
"Fernandina Beach–Yulee, Fla.",52.5,-0.1,54.4,79.1,57948,1117,47.5,"Hinesville, Ga. // Beaufort–Port Royal, S.C. // Bluffton East–Hilton Head Island, S.C. // Brunswick–St. Simons, Ga. // St. Augustine, Fla."
"Fernley, Nev.",7.9,1.7,6.6,68.4,22129,2094,NaN,-
"Ferriday, La.",31.4,0.7,61.4,77.5,8288,1721,NaN,-
"Fillmore, Calif.",10.2,0,15.7,77.4,17164,6569,NaN,-
"Findlay, Ohio",18.6,1.6,36.9,61.3,54367,2108,28.1,"Marion, Ohio // Monroe, Mich. // Lima, Ohio // Battle Creek, Mich. // Jackson, Mich."
"Fire Island, N.Y.",20.7,-7,47.8,61.9,326,93,NaN,-
"Firebaugh, Calif.",8.7,1.5,9.2,78.2,8347,3353,NaN,-
"Firestone–Frederick, Colo.",7.6,1.7,14.9,66.8,44607,2727,NaN,-
"Fitzgerald, Ga.",39.2,-1.5,52.3,77.7,14087,1619,NaN,-
"Flagstaff, Ariz.",26.2,3.5,20.4,63.6,83891,2870,13.2,"Pocatello, Idaho // Prescott–Prescott Valley, Ariz. // Logan, Utah // Ogden–Layton, Utah // Provo–Orem, Utah"
"Flemington–Raritan, N.J.",38.4,0.5,51.9,63.8,43266,2313,NaN,-
"Flora, Ill.",15.7,-1.1,51.3,65.9,4961,1586,NaN,-
"Florence East, Ariz.",3.4,0.7,8.8,86.8,12807,4887,NaN,-
"Florence West, Ariz.",4.9,2.4,8.5,87.2,14336,2252,NaN,-
"Florence, Ala.",30.8,0.6,60.4,72.7,90068,1647,35.2,"Jackson, Tenn. // Decatur, Ala. // Albertville, Ala. // Columbia, Tenn. // Tupelo, Miss."
"Florence, Ore.",40.4,5,72.8,59.3,13822,1723,NaN,-
"Florence, S.C.",38.1,-1.9,51.1,75.2,107040,1563,46.2,"Sumter, S.C. // Clayton, N.C. // Beaufort–Port Royal, S.C. // Pinehurst–Southern Pines, N.C. // Fayetteville, N.C."
"Floresville, Texas",19.7,0,33,82.4,11784,3069,NaN,-
"Foley–Gulf Shores, Ala.",36.7,-6.7,72.1,78.1,57361,1106,47.9,"Pascagoula–Gautier, Miss. // Crestview, Fla. // Fairhope–Daphne, Ala. // Hammond, La. // Hattiesburg, Miss."
"Fond du Lac, Wis.",21.1,0.4,34.7,55.7,60785,2434,23.7,"Grafton–Port Washington–Cedarburg, Wis. // Sheboygan, Wis. // Oshkosh, Wis. // Janesville, Wis. // Racine, Wis."
"Fontana-on-Geneva Lake, Wis.",39.4,1.5,39.5,57.4,13798,863,NaN,-
"Forest City–Spindale, N.C.",51.4,2.3,55,71.9,30077,1119,NaN,-
"Forest Lake, Minn.",30.4,-1.8,33.8,55,29861,1624,NaN,-
"Forney, Texas",9.1,0.5,43.4,77.3,48416,2408,NaN,-
"Forrest City, Ark.",36.9,1.8,57.4,72,14912,2126,NaN,-
"Forsyth, Ga.",43,1.6,55.2,75.5,10151,1956,NaN,-
"Forsyth, Mo.",61.7,-0.1,50.5,69.4,13479,1401,NaN,-
"Fort Atkinson, Wis.",28.8,1.2,37.8,57.4,14888,2123,NaN,-
"Fort Bragg, Calif.",34,-2.1,40.9,64.7,12793,1289,NaN,-
"Fort Dodge, Iowa",29.1,0,36.1,58.2,27111,1962,NaN,-
"Fort Irwin, Calif.",1.3,-0.3,4.8,80,9073,2522,NaN,-
"Fort Leonard Wood–St. Robert–Waynesville, Mo.",47.1,1.5,51,67.4,38106,1460,NaN,-
"Fort Lupton, Colo.",8.2,1.1,14.3,67.1,8607,3697,NaN,-
"Fort Madison, Iowa/Ill.",25.2,-2.5,42.1,62.2,13058,2194,NaN,-
"Fort Meade, Fla.",27.4,-3.4,55.6,84.7,7847,3170,NaN,-
"Fort Morgan, Colo.",11.7,1,16.1,65.8,15508,2807,NaN,-
"Fort Payne, Ala.",32,0.6,62.9,71.7,13648,1589,NaN,-
"Fort Polk South, La.",51.3,0.7,61.2,78.6,13774,1446,NaN,-
"Fort Rucker–Daleville, Ala.",32.3,-2.5,63.4,78.6,10870,1411,NaN,-
"Fort Scott, Kan.",30.8,1.7,46.8,67.8,9632,1891,NaN,-
"Fort Smith, Ark./Okla.",29.3,1.4,52.3,73.3,139223,1864,34.7,"Joplin, Mo. // Texarkana, Texas/Ark. // Conway, Ark. // Hot Springs, Ark. // Fayetteville–Springdale–Rogers, Ark./Mo."
"Fort Stockton, Texas",5.2,-0.7,11.3,80.8,10111,1852,NaN,-
"Fort Valley, Ga.",39.5,2,58.8,76.6,13203,2278,NaN,-
"Fortuna, Calif.",21.2,2.4,42.5,63.5,14321,2458,NaN,-
"Fostoria, Ohio",18.7,1.6,39.6,61.2,16734,1996,NaN,-
"Four Corners, Fla.",34.6,0.7,54.7,84.3,128479,1223,34.1,"Leesburg–Eustis–Tavares, Fla. // Ocala, Fla. // Spring Hill, Fla. // Sebring–Avon Park, Fla. // Winter Haven, Fla."
"Frankenmuth, Mich.",25.3,1.3,36.3,57.9,7134,2417,NaN,-
"Frankfort, Ind.",18.8,-0.3,44.7,61.6,19154,2555,NaN,-
"Frankfort, Ky.",33,3.6,55,66.8,43900,1925,NaN,-
"Frankfort, Mich.",52.1,2.2,38.2,55.4,5541,1281,NaN,-
"Franklin (Venango County), Pa.",53,4.9,48.7,59.5,13207,2109,NaN,-
"Franklin, Ky.",22,1.6,57.7,69.1,14885,1787,NaN,-
"Franklin, La.",29.8,1.4,64,78.3,14677,2216,NaN,-
"Franklin, N.C.",54.7,5,61,69,21368,1498,NaN,-
"Franklin, N.H.",51.3,-5.2,46.5,57.7,10280,2207,NaN,-
"Franklin, Va.",35.9,-0.4,54.5,71.1,13145,2030,NaN,-
"Fraser, Colo.",20.1,-2.7,23.9,52.4,3945,792,NaN,-
"Frederick, Md.",30.8,1.3,46.6,64.9,195802,2415,30.6,"Hagerstown, Md./W.Va./Pa./Va. // York, Pa. // Waldorf, Md. // Winchester, Va. // Hanover, Pa."
"Fredericksburg, Texas",26.8,2.7,27.6,78.4,18760,2399,NaN,-
"Fredericksburg, Va.",45.8,-0.1,47.3,68.1,180062,1983,44.6,"Frederick, Md. // Lynchburg, Va. // Waldorf, Md. // Hagerstown, Md./W.Va./Pa./Va. // Lexington Park–California–Chesapeake Ranch Estates, Md."
"Fredericktown, Mo.",22.7,-0.6,50.4,67.5,8683,2644,NaN,-
"Freeland, Mich.",25.3,1.4,36.2,57.5,11874,1340,NaN,-
"Freeland, Pa.",45.1,6.9,57.6,56.9,10966,2629,NaN,-
"Freeland, Wash.",56.4,4.3,31.6,59.6,13381,1074,NaN,-
"Freeport, Ill.",25.8,-5.8,40,58.7,25663,2411,NaN,-
"Fremont, Mich.",29.7,-1.6,40.2,57,7809,2008,NaN,-
"Fremont, Neb.",15.5,-2.8,31.6,62.1,29779,2118,NaN,-
"Fremont, Ohio",21,1.7,41,60.9,27458,1930,NaN,-
"Friday Harbor, Wash.",45,4.9,24.9,58,6221,1273,NaN,-
"Frisco, Colo.",26.3,-1.4,20.3,52.6,5210,1460,NaN,-
"Front Royal, Va.",36.7,0.7,43.2,66.5,25693,2398,NaN,-
"Frostproof, Fla.",31.4,3.7,59.1,84.8,9320,989,NaN,-
"Fulton, Ky./Tenn.",27.9,1,59.2,69.4,6587,2090,NaN,-
"Fulton, Mo.",30.1,2.3,45.5,65.6,15461,1757,NaN,-
"Fulton, N.Y.",41.9,1.3,48.7,57.6,19927,3312,NaN,-
"Gadsden, Ala.",47.5,2,62.1,73.7,74172,1173,41.9,"Decatur, Ala. // Rome, Ga. // Dalton, Ga. // Albertville, Ala. // Anniston–Oxford, Ala."
"Gaffney, S.C.",45.3,5,52,72.5,25541,1658,NaN,-
"Gainesville, Fla.",50.5,-4.3,57.5,81.6,232799,2618,38.1,"Deltona, Fla. // Ocala, Fla. // Tallahassee, Fla. // The Villages–Lady Lake, Fla. // Daytona Beach–Palm Coast–Port Orange, Fla."
"Gainesville, Ga.",52.4,-2.9,60.3,71.6,216114,1246,46.1,"Spartanburg, S.C. // Chattanooga, Tenn./Ga. // Cleveland, Tenn. // Dalton, Ga. // Winder, Ga."
